,claimHeadline,articleHeadline,articleHeadlineStance,articleId,claimId,url,source,claimTruth,claimCount,articleCount,sourceCount
287,Abdel-Majed Abdel Bary beheaded James Wright Foley,British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,observing,33e5f6f0-2bed-11e4-89c5-1d389b94bc4b,98933d20-2bec-11e4-89c5-1d389b94bc4b,http://www.nydailynews.com/news/world/james-foley-killer-identified-british-security-services-article-1.1914937,www.nydailynews.com,unknown,44,288,14
304,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,observing,f015f7f0-4261-11e4-9e78-ff09d5b0049d,ee3af700-3ab9-11e4-bc0b-3f922b93930d,http://www.dailymail.co.uk/tvshowbiz/article-2764393/It-s-The-incredible-new-Batmobile-takes-spin-Detroit-rumors-STOLEN.html,www.dailymail.co.uk,FALSE,45,305,4
324,Apple will shutdown Beats Music,Apple Denies Report That It Will Shut Down Beats Music,against,c5fac810-4293-11e4-9e78-ff09d5b0049d,d882d9b0-4292-11e4-9e78-ff09d5b0049d,http://www.businessinsider.com/apple-shutting-down-beats-music-2014-9,www.businessinsider.com,unknown,46,325,39
326,Apple will shutdown Beats Music,Apple Reportedly Planning to Shut Down Beats Music Update: Not True,against,6166f2c0-4293-11e4-9e78-ff09d5b0049d,d882d9b0-4292-11e4-9e78-ff09d5b0049d,http://www.macrumors.com/2014/09/22/apple-shutting-down-beats-music/,www.macrumors.com,unknown,46,327,9
333,The Washington Post is developing a new app that will be pre-installed on the new Kindle Fire,Jeff Bezos Is Planning To Make The Washington Post Pre-Loaded On Every Kindle HDX,for,5f4af310-4d74-11e4-949b-f14041b20838,0a4804e0-4d72-11e4-949b-f14041b20838,http://www.businessinsider.com/washington-post-app-pre-installed-on-amazon-tablets-2014-10,www.businessinsider.com,TRUE,48,334,39
342,A man was saved from a bear attack thanks to a Justin Bieber ringtone,A Russian Guy Says His Justin Bieber Ringtone Saved Him From A Bear Attack,for,e8ce99e0-1d84-11e4-8c09-cd48fe37674e,27b04730-1ce5-11e4-8c09-cd48fe37674e,http://www.buzzfeed.com/alisonvingiano/this-man-says-his-justin-bieber-ringtone-saved-him-from-a-be,www.buzzfeed.com,FALSE,49,343,22
344,A man was saved from a bear attack thanks to a Justin Bieber ringtone,"Finally, proof that Justin Bieber IS unbearable: Russian fisherman saved from bear attack when ringtone featuring one of the pop brat's songs scares it away",for,641ae450-1ce5-11e4-8c09-cd48fe37674e,27b04730-1ce5-11e4-8c09-cd48fe37674e,http://www.dailymail.co.uk/news/article-2716479/Fisherman-saved-bear-attack-Justin-Bieber-ringtone-went-mauled-scared-bear-away.html,www.dailymail.co.uk,FALSE,49,345,4
346,A man was saved from a bear attack thanks to a Justin Bieber ringtone,Fisherman Saved from Deadly Bear Attack by His Justin Bieber Ringtone,for,67c188b0-1ce6-11e4-8c09-cd48fe37674e,27b04730-1ce5-11e4-8c09-cd48fe37674e,http://www.mediaite.com/online/fisherman-saved-from-deadly-bear-attack-by-his-justin-bieber-ringtone/,www.mediaite.com,FALSE,49,347,161
347,A man was saved from a bear attack thanks to a Justin Bieber ringtone,Justin Bieber scares off GRIZZLY BEAR and saves fisherman from a mauling,for,b661ca50-1ce8-11e4-8c09-cd48fe37674e,27b04730-1ce5-11e4-8c09-cd48fe37674e,http://www.mirror.co.uk/3am/celebrity-news/justin-bieber-scares-grizzly-bear-3995326,www.mirror.co.uk,FALSE,49,348,7
351,A man was saved from a bear attack thanks to a Justin Bieber ringtone,Justin Bieber ringtone saves Russian fisherman from bear attack,for,6fd9fb50-1d85-11e4-8c09-cd48fe37674e,27b04730-1ce5-11e4-8c09-cd48fe37674e,http://www.nydailynews.com/news/world/justin-bieber-ringtone-saves-man-bear-article-1.1893607,www.nydailynews.com,FALSE,49,352,14
358,Big Bank Hank of the Sugarhill Gang is dead,"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",for,67eb5650-69de-11e4-b528-9d5aa2d2e8e7,8e577f90-69ba-11e4-b528-9d5aa2d2e8e7,http://www.bbc.com/news/entertainment-arts-30011178,www.bbc.com,TRUE,50,359,21
359,Big Bank Hank of the Sugarhill Gang is dead,Sugarhill Gang rapper Big Bank Hank dies at age 57,for,1e44bd60-69c6-11e4-b528-9d5aa2d2e8e7,8e577f90-69ba-11e4-b528-9d5aa2d2e8e7,http://www.dailymail.co.uk/tvshowbiz/article-2830358/Sugarhill-Gang-rapper-Big-Bank-Hank-dies-age-57.html,www.dailymail.co.uk,TRUE,50,360,4
360,Big Bank Hank of the Sugarhill Gang is dead,Sugarhill Gang co-founder Big Bank Hank dies,for,871e9640-69c5-11e4-b528-9d5aa2d2e8e7,8e577f90-69ba-11e4-b528-9d5aa2d2e8e7,http://www.foxnews.com/entertainment/2014/11/11/sugarhill-gang-founder-big-bank-hank-dies/,www.foxnews.com,TRUE,50,361,123
363,Big Bank Hank of the Sugarhill Gang is dead,Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,for,814ef890-69de-11e4-b528-9d5aa2d2e8e7,8e577f90-69ba-11e4-b528-9d5aa2d2e8e7,http://www.mirror.co.uk/3am/celebrity-news/big-bank-hank-dead-sugarhill-4611001,www.mirror.co.uk,TRUE,50,364,7
364,Big Bank Hank of the Sugarhill Gang is dead,Big Bank Hank of The Sugarhill Gang is dead at 57,for,7b20c980-69de-11e4-b528-9d5aa2d2e8e7,8e577f90-69ba-11e4-b528-9d5aa2d2e8e7,http://www.nydailynews.com/news/national/big-bank-hank-sugarhill-gang-dies-57-article-1.2006778,www.nydailynews.com,TRUE,50,365,14
365,Big Bank Hank of the Sugarhill Gang is dead,Sugarhill Gang rapper Big Bank Hank dies aged 57,against,fe17afa0-6b48-11e4-b528-9d5aa2d2e8e7,8e577f90-69ba-11e4-b528-9d5aa2d2e8e7,http://www.theguardian.com/music/2014/nov/12/sugarhill-gang-rapper-big-bank-hank-dies-aged-57,www.theguardian.com,TRUE,50,366,30
369,Big Bank Hank of the Sugarhill Gang is dead,Big Bank Hank of pioneering rap group Sugarhill Gang has died,for,42201f40-69c6-11e4-b528-9d5aa2d2e8e7,8e577f90-69ba-11e4-b528-9d5aa2d2e8e7,http://www.washingtonpost.com/blogs/style-blog/wp/2014/11/11/report-big-bank-hank-of-pioneering-rap-group-sugarhill-gang-has-died/,www.washingtonpost.com,TRUE,50,370,31
371,A video of bigfoot was shot in southwestern Russia,According to some Russians this dark figure stumbling through the snowy woods is a Yeti - and they even have a footprint. Hmmmmm,observing,6e56aae0-9d22-11e4-bf59-1bb8b99952ce,50467080-9d22-11e4-bf59-1bb8b99952ce,http://www.dailymail.co.uk/news/article-2910106/Footage-dark-figure-stumbling-woods-giant-footprint-snow-proof-Yeti-does-exist-claim-Russian-group-caught-camera.html,www.dailymail.co.uk,FALSE,51,372,4
373,A video of bigfoot was shot in southwestern Russia,Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,observing,3eb222d0-9d25-11e4-bf59-1bb8b99952ce,50467080-9d22-11e4-bf59-1bb8b99952ce,http://www.inquisitr.com/1755492/russian-yeti-or-bigfoot-hoax-new-footage-sparks-debate/,www.inquisitr.com,FALSE,51,374,124
374,A video of bigfoot was shot in southwestern Russia,Is this proof of bigfoot? New yeti video shows giant hairy beast walking through forest,observing,57f6f9d0-9d22-11e4-bf59-1bb8b99952ce,50467080-9d22-11e4-bf59-1bb8b99952ce,http://www.mirror.co.uk/news/weird-news/proof-bigfoot-new-yeti-video-4977179,www.mirror.co.uk,FALSE,51,375,7
378,A bird pooped on Vladimir Putin during a speech,A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,against,7847a850-1bff-11e4-8c09-cd48fe37674e,26440980-1bd3-11e4-8c09-cd48fe37674e,http://www.businessinsider.com/vladimir-putin-bird-poop-video-fake-2014-8,www.businessinsider.com,FALSE,52,379,39
383,A bird pooped on Vladimir Putin during a speech,News sites fall for Putin bird-dropping video,observing,3db29910-1c00-11e4-8c09-cd48fe37674e,26440980-1bd3-11e4-8c09-cd48fe37674e,http://www.washingtonpost.com/blogs/erik-wemple/wp/2014/08/04/news-sites-fall-for-putin-bird-dropping-video/,www.washingtonpost.com,FALSE,52,384,31
393,Seven underage Bosnian girls got pregnant on a school trip,Parents anger after seven Bosnian schoolgirls aged 13 and 14 fall pregnant on class trip,for,680dc300-8aba-11e4-adc5-33f8455b16a2,197a19a0-8aba-11e4-adc5-33f8455b16a2,http://www.dailymail.co.uk/news/article-2882683/Parents-anger-seven-Bosnian-schoolgirls-aged-13-14-fall-pregnant-class-trip.html,www.dailymail.co.uk,unknown,55,394,4
395,Seven underage Bosnian girls got pregnant on a school trip,"Bosnia: Seven underage girls return from five day school trip, pregnant",for,1ca96090-8aba-11e4-adc5-33f8455b16a2,197a19a0-8aba-11e4-adc5-33f8455b16a2,http://www.ibtimes.co.uk/bosnia-seven-underage-girls-return-five-day-school-trip-pregnant-1480345,www.ibtimes.co.uk,unknown,55,396,13
396,Seven underage Bosnian girls got pregnant on a school trip,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",for,4ae9e7a0-8abe-11e4-adc5-33f8455b16a2,197a19a0-8aba-11e4-adc5-33f8455b16a2,http://www.inquisitr.com/1698995/seven-high-school-girls-get-pregnant-on-school-trip/,www.inquisitr.com,unknown,55,397,124
398,Seven underage Bosnian girls got pregnant on a school trip,7 Bosnian teens get pregnant on school trip,for,64e09ef0-8aba-11e4-adc5-33f8455b16a2,197a19a0-8aba-11e4-adc5-33f8455b16a2,http://www.nydailynews.com/life-style/health/7-bosnian-teens-pregnant-school-trip-article-1.2053898,www.nydailynews.com,unknown,55,399,14
401,Boston marathon bombing suspect Dzhokhar Tsarnaev was severely beaten in prison,Dzhokhar Tsarnaev Beaten In Prison? Satirical Site Claims Boston Marathon Bombing Suspect Blinded And Paralyzed,observing,bdc3a200-9ffb-11e4-a353-5b831fe927be,6ecaa720-9ffb-11e4-a353-5b831fe927be,http://www.inquisitr.com/1764947/dzhokhar-tsarnaev-beaten-in-prison-satirical-site-claims-boston-marathon-bombing-suspect-blinded-and-paralyzed/,www.inquisitr.com,FALSE,56,402,124
404,Tom Brokaw wants Brian Williams fired,"Tom Brokaw wants Brian Williams out: NBC legend furious at Iraq war lie, as it's claimed executives warned anchor to stop exaggerating the story in the past",observing,8e20fbb0-ae15-11e4-9a23-0b6010caa867,575bfcb0-ae15-11e4-9a23-0b6010caa867,http://www.dailymail.co.uk/news/article-2942237/NBC-News-executives-including-Tom-Brokaw-known-Brian-William-s-war-story-false-years-begged-stop-telling-it.html,www.dailymail.co.uk,FALSE,57,405,4
405,Tom Brokaw wants Brian Williams fired,NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,for,7868d540-ae15-11e4-9a23-0b6010caa867,575bfcb0-ae15-11e4-9a23-0b6010caa867,http://www.foxnews.com/entertainment/2015/02/06/nbc-tom-brokaw-reportedly-wants-brian-williams-fired-over-fabricated-iraq/,www.foxnews.com,FALSE,57,406,123
406,Tom Brokaw wants Brian Williams fired,Tom Brokaw Wants Brian Williams Fired Over Iraq Helicopter Story: Report,observing,99aee640-ae15-11e4-9a23-0b6010caa867,575bfcb0-ae15-11e4-9a23-0b6010caa867,http://www.ibtimes.com/tom-brokaw-wants-brian-williams-fired-over-iraq-helicopter-story-report-1807548,www.ibtimes.com,FALSE,57,407,50
410,A DNA test proved that Bruno Mars is Michael Jackson's son,"No, Michael Jackson Isn't Bruno Mars Dad",against,f2f98af0-94d6-11e4-b6bf-fdc8b7e3bcff,e648cb40-94d6-11e4-b6bf-fdc8b7e3bcff,http://www.inquisitr.com/1715331/no-michael-jackson-isnt-bruno-mars-dad/,www.inquisitr.com,FALSE,58,411,124
416,Spurned wife leaves cheating husband and her twin naked in busy car park,Scorned wife leaves love-rat husband and twin sister NAKED in car park,for,5eb32ae0-9ffd-11e4-a353-5b831fe927be,1ff5eb30-9ffd-11e4-a353-5b831fe927be,http://www.mirror.co.uk/news/world-news/scorned-wife-leaves-love-rat-husband-4828218,www.mirror.co.uk,unknown,60,417,7
417,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,China: Satirical site warns citizens over name choices,against,3d545bd0-822f-11e4-be1a-2d20e0ce9757,76ef0580-822e-11e4-be1a-2d20e0ce9757,http://www.bbc.com/news/blogs-news-from-elsewhere-29688381,www.bbc.com,FALSE,61,418,21
418,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,Chinese State Media Warns People To Stop Calling Themselves Dumbledore,for,4b222440-822f-11e4-be1a-2d20e0ce9757,76ef0580-822e-11e4-be1a-2d20e0ce9757,http://www.buzzfeed.com/patricksmith/chinese-state-media-warns-people-to-stop-calling-themselves,www.buzzfeed.com,FALSE,61,419,22
423,The Chinese public broadcaster published an article on Tips for Chinese choosing an English name.,Satirical news site attacks China's weird English names,against,3646f050-822f-11e4-be1a-2d20e0ce9757,76ef0580-822e-11e4-be1a-2d20e0ce9757,http://www.washingtonpost.com/blogs/worldviews/wp/2014/10/20/dont-give-yourself-an-english-stripper-name-warns-chinese-state-media/,www.washingtonpost.com,FALSE,61,424,31
425,Claim a Chinese man chopped off his own penis due to his frustration with not finding love,Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,for,53faf1e0-a5c6-11e4-aa4f-ff16e52e0d56,4893f040-a5c6-11e4-aa4f-ff16e52e0d56,http://www.mirror.co.uk/news/weird-news/man-cuts-penis-because-frustrated-2651947,www.mirror.co.uk,unknown,62,426,7
431,Comcast is telling customers Tor is illegal to use,"Comcast Denies It Will Cut Off Customers Who Use Tor, The Web Browser For Criminals",against,0976a250-3ce3-11e4-bc0b-3f922b93930d,079e11c0-3ce3-11e4-bc0b-3f922b93930d,http://www.businessinsider.com/comcast-threatens-to-cut-off-tor-users-2014-9,www.businessinsider.com,FALSE,63,432,39
437,A 50-foot crab was photographed in the U.K.,The papers: Pension reforms - and crabzilla,observing,b6915dd0-5567-11e4-aaf5-a1ddcfbcd5a9,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,http://www.bbc.com/news/blogs-the-papers-29608241,www.bbc.com,FALSE,64,438,21
439,A 50-foot crab was photographed in the U.K.,Crabzilla Photo appears to show giant CRAB measuring at least 50ft across lurking in the waters off Whitstable,observing,a0c5b060-555c-11e4-aaf5-a1ddcfbcd5a9,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/news/article-2790238/crabzilla-photo-appears-giant-crab-measuring-50ft-lurking-waters-whitstable.html,www.dailymail.co.uk,FALSE,64,440,4
440,A 50-foot crab was photographed in the U.K.,Is Crabzilla real or not? Leading marine biologist rules picture of giant crab lurking in shallow waters must be a HOAX,against,bece96c0-5567-11e4-aaf5-a1ddcfbcd5a9,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,http://www.dailymail.co.uk/news/article-2792345/crabzilla-verdict-leading-marine-biologist-rules-picture-giant-grab-lurking-shallow-waters-whitstable-hoax.html,www.dailymail.co.uk,FALSE,64,441,4
445,A 50-foot crab was photographed in the U.K.,"Crabzilla: Photo Appears To Show Giant, 50-Foot Crab Lurking In British Waters",observing,2a673090-555e-11e4-aaf5-a1ddcfbcd5a9,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,http://www.inquisitr.com/1537821/crabzilla-photo-appears-to-show-giant-50-foot-crab-lurking-in-british-waters/,www.inquisitr.com,FALSE,64,446,124
449,A 50-foot crab was photographed in the U.K.,Mystery of 50ft giant crab caught on camera yards from British harbour,for,138d8a00-555d-11e4-aaf5-a1ddcfbcd5a9,5d311f10-555c-11e4-aaf5-a1ddcfbcd5a9,http://www.mirror.co.uk/news/uk-news/mystery-50ft-giant-crab-caught-4429030,www.mirror.co.uk,FALSE,64,450,7
459,"A child soldier with ISIS was killed in battle, making him youngest Islamic State fighter to die",Our youngest martyr: ISIS boasts a jihadi fighter aged just TEN was killed as he went into battle with his father in Syria,observing,c214a9d0-4fb0-11e4-949b-f14041b20838,b0c274d0-4f1c-11e4-949b-f14041b20838,http://www.dailymail.co.uk/news/article-2786403/The-youngest-martyr-cub-al-Baghdadi-ISIS-boasts-10-year-old-fighter-killed-went-battle-father-Syria.html,www.dailymail.co.uk,unknown,65,460,4
473,NBC meteorologist Mike Seidel was caught relieving himself on camera,"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",against,7e0f9e90-6458-11e4-b3d8-a32d8ec8ad5e,33564930-6458-11e4-b3d8-a32d8ec8ad5e,http://www.mediaite.com/tv/brian-williams-no-nbc-meteorologist-was-not-peeing-on-live-tv/,www.mediaite.com,FALSE,67,474,161
474,NBC meteorologist Mike Seidel was caught relieving himself on camera,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,for,930c6440-6458-11e4-b3d8-a32d8ec8ad5e,33564930-6458-11e4-b3d8-a32d8ec8ad5e,http://www.mirror.co.uk/news/weird-news/watch-moment-tv-weatherman-caught-4553426,www.mirror.co.uk,FALSE,67,475,7
475,NBC meteorologist Mike Seidel was caught relieving himself on camera,Brian Williams slams social media for speculation weatherman Mike Seidel relieved himself on air,observing,38dcc690-6458-11e4-b3d8-a32d8ec8ad5e,33564930-6458-11e4-b3d8-a32d8ec8ad5e,http://www.nydailynews.com/entertainment/tv/brian-williams-slams-internet-speculation-mike-seidel-relieved-air-article-1.1998660,www.nydailynews.com,FALSE,67,476,14
476,NBC meteorologist Mike Seidel was caught relieving himself on camera,SEE IT: NBC meteorologist Mike Seidel appears to relieve himself during broadcast network says he was looking for phone,observing,77dc1850-6458-11e4-b3d8-a32d8ec8ad5e,33564930-6458-11e4-b3d8-a32d8ec8ad5e,http://www.nydailynews.com/news/national/nbc-meteorologist-relieve-broadcast-article-1.1996201,www.nydailynews.com,FALSE,67,477,14
481,The woman behind the hugely popular DC Toys Collector Disney Collector YouTube channel is a former porn star,Mystery woman behind the richest hands on the internet revealed: Former pornstar makes 5m a year unwrapping Disney toys on YouTube,for,74272c20-bd38-11e4-b073-ed15c88bfa1e,6c3b2070-bd38-11e4-b073-ed15c88bfa1e,http://www.dailymail.co.uk/news/article-2958242/Brazilian-former-porn-star-Diane-DeJesus-mystery-figure-5million-year-YouTube-sensation-DC-Toys-Collector.html?ito=social-facebook,www.dailymail.co.uk,unknown,68,482,4
482,The woman behind the hugely popular DC Toys Collector Disney Collector YouTube channel is a former porn star,"Former Porn Star Behind YouTube Sensation DC Toy Collector, Makes 5 Million Per Year Unboxing Disney Toys",for,7d2ca1a0-bd39-11e4-b073-ed15c88bfa1e,6c3b2070-bd38-11e4-b073-ed15c88bfa1e,http://www.inquisitr.com/1870478/former-porn-star-behind-youtube-sensation-dc-toy-collector-makes-5-million-per-year-unboxing-disney-toys/,www.inquisitr.com,unknown,68,483,124
